file,right_foot,left_foot,right_shank,left_shank,right_thigh,left_thigh
HuGaDB_v1_various_13_24.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_00.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_01.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_02.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_03.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_04.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_05.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_06.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_07.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_08.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_09.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_11.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_10.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_12.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_13.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_14.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_15.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_16.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_17.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_18.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_19.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_20.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_14_21.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_00.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_01.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_02.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_03.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_04.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_05.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_06.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_07.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_08.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_09.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_15_11.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_00.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_01.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_02.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_03.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_04.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_05.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_06.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_07.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_08.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_09.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_11.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_10.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_12.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_13.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_14.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_15.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_16.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_17.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_18.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_16_19.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_00.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_01.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_02.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_04.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_05.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_06.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_07.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_08.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_09.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_10.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_11.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_12.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_13.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_14.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_15.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_16.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_17.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_18.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_19.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_20.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_21.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_22.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_17_23.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_various_18_00.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_01.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_02.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_03.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_04.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_05.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_06.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_07.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_08.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_09.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_11.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_10.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_12.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_13.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_14.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_15.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_various_18_16.txt,Corrupted,Corrupted,Corrupted,Corrupted,OK,Corrupted
HuGaDB_v1_running_03_00.txt,Corrupted,OK,Corrupted,OK,Corrupted,OK
HuGaDB_v1_running_03_01.txt,Corrupted,OK,Corrupted,OK,Corrupted,OK
HuGaDB_v1_running_07_00.txt,Corrupted,OK,Corrupted,OK,OK,OK
HuGaDB_v1_running_07_01.txt,Corrupted,OK,Corrupted,OK,OK,OK
HuGaDB_v1_running_07_02.txt,Corrupted,OK,Corrupted,OK,OK,OK
HuGaDB_v1_running_09_00.txt,OK,Corrupted,OK,Corrupted,OK,Corrupted
HuGaDB_v1_running_09_01.txt,OK,Corrupted,OK,Corrupted,OK,Corrupted
HuGaDB_v1_running_09_02.txt,OK,Corrupted,OK,Corrupted,OK,Corrupted
HuGaDB_v1_sitting_03_00.txt,Corrupted,OK,OK,OK,Corrupted,OK
HuGaDB_v1_sitting_03_01.txt,Corrupted,OK,Corrupted,OK,Corrupted,OK
HuGaDB_v1_sitting_03_02.txt,Corrupted,OK,Corrupted,OK,Corrupted,OK
HuGaDB_v1_sitting_03_03.txt,Corrupted,OK,Corrupted,OK,Corrupted,OK
HuGaDB_v1_sitting_04_00.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_sitting_04_01.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_sitting_04_02.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_sitting_05_00.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
HuGaDB_v1_sitting_05_01.txt,OK,Corrupted,,OK,OK,OK
HuGaDB_v1_sitting_06_04.txt,Corrupted,OK,Corrupted,OK,OK,Corrupted
HuGaDB_v1_sitting_07_01.txt,Corrupted,OK,Corrupted,OK,OK,OK
HuGaDB_v1_sitting_07_02.txt,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted,Corrupted
